imdb_title_id,title,year,genre,duration,country,language,production_company,actors,description,avg_vote,votes,budget
tt0000009,Miss Jerry,1894,Romance,45,USA,None,Alexander Black Photoplays,Blanche Bayliss &  William Courtenay &  Chauncey Depew,The adventures of a female reporter in the 1890s.,5.9,154,
tt0000574,The Story of the Kelly Gang,1906,Biography,70,Australia,None,J. and N. Tait,Elizabeth Tait &  John Tait &  Norman Campbell &  Bella Cola &  Will Coyne &  Sam Crewes &  Jack Ennis &  John Forde &  Vera Linden &  Mr. Marshall &  Mr. McKenzie &  Frank Mills &  Ollie Wilson,True story of notorious Australian outlaw Ned Kelly ,6.1,589,  2250
tt0002101,Cleopatra,1912,Drama,100,USA,English,Helen Gardner Picture Players,Helen Gardner &  Pearl Sindelar &  Miss Fielding &  Miss Robson &  Helene Costello &  Charles Sindelar &  Mr. Howard &  James R. Waite &  Mr. Osborne &  Harry Knowles &  Mr. Paul &  Mr. Brady &  Mr. Corker,The fabled queen of Egypt's affair with Roman general Marc Antony is ultimately disastrous for both of them.,5.2,446,  45000
tt0002199,From the Manger to the Cross; or  Jesus of Nazareth,1912,Biography,60,USA,English,Kalem Company,R. Henderson Bland &  Percy Dyer &  Gene Gauntier &  Alice Hollister &  Samuel Morgan &  James D. Ainsley &  Robert G. Vignola &  George Kellog &  J.P. McGowan,An account of the life of Jesus Christ  based on the books of the New Testament: After Jesus' birth is foretold to his parents  he is born in Bethlehem  and is visited by shepherds and wise...,5.7,484,
tt0002461,Richard III,1912,Drama,55,France &  USA,English,Le Film d'Art,Robert Gemp &  Frederick Warde &  Albert Gardner &  James Keane &  George Moss &  Howard Stuart &  Virginia Rankin &  Violet Stuart &  Carey Lee &  Carlotta De Felice,Richard of Gloucester uses manipulation and murder to gain the English throne.,5.5,225,  30000
tt0003102,Ma l'amor mio non muore...,1914,Drama,90,Italy,Italian,Film Artistica Gloria,Lyda Borelli &  Mario Bonnard &  Gian Paolo Rosmino &  Vittorio Rossi Pianelli &  Dante Cappelli &  Maria Caserini &  Camillo De Riso &  Emilio Petacci &  Antonio Monti &  Letizia Quaranta &  Felice Metellio &  Gentile Miotti,Leslie Swayne  an adventurer  in order to obtain enough money to satisfy the needs of his extravagant life  has been bribed to steal the plans of the fortification from the staff officers ...,6.2,100,
tt0003167,Amore di madre,1914,Drama,55,USA,English,Majestic Motion Picture Company,Henry B. Walthall &  Josephine Crowell &  Lillian Gish &  Dorothy Gish &  Fay Tincher &  Mae Marsh &  Spottiswoode Aitken &  Robert Harron &  Miriam Cooper &  Mary Alden &  Donald Crisp &  James Kirkwood &  Jack Pickford &  Fred Burns &  Courtenay Foote,John Howard Payne at his most miserable point in life  writes a song which becomes popular and inspires other people at some point in their lives.,5.8,187,
tt0003471,Traffic in Souls,1913,Crime,88,USA,English,Independent Moving Pictures Co. of America (IMP),Jane Gail &  Ethel Grandin &  William H. Turner &  Matt Moore &  William Welsh &  Millie Liston &  Irene Wallace &  William Cavanaugh &  Arthur Hunter &  Howard Crampton &  W.H. Bainbridge &  Luray Huntley &  William Powers &  Jack Poulton &  Edward Boring,A woman  with the aid of her police officer sweetheart  endeavors to uncover the prostitution ring that has kidnapped her sister  and the philanthropist who secretly runs it.,6,552,  5700
tt0003637,Assunta Spina,1915,Drama,72,Italy,,Caesar Film,Francesca Bertini &  Gustavo Serena &  Carlo Benetti &  Luciano Albertini &  Amelia Cipriani &  Antonio Cruichi &  Alberto Collo &  Alberto Albertini,Assunta Spina is a tragedy set in Naples at the beginning of the twentieth century. Assunta and Michele are in love but others come between them and there is much jealousy. They fight and ...,6.4,378,
tt0003643,The Avenging Conscience: or 'Thou Shalt Not Kill',1914,Crime,78,USA,English,Majestic Motion Picture Company,Henry B. Walthall &  Spottiswoode Aitken &  Blanche Sweet &  George Siegmann &  Ralph Lewis &  Mae Marsh &  Robert Harron &  George Beranger,Prevented from dating his sweetheart by his uncle  a young man turns his thoughts to murder.,6.4,1105,
tt0003657,The Bargain,1914,Western,70,USA,English,New York Motion Picture,William S. Hart &  J. Frank Burke &  Clara Williams &  J. Barney Sherry &  Joseph J. Dowling,After the bandit Jim Stokes robs the stage he is wounded fleeing. Recuperating at a ranch  he falls in love with and marries the daughter. Now wishing to go straight he tries to return the ...,6.5,144,
tt0003740,Cabiria,1914,Adventure,148,Italy,Italian,Itala Film,Carolina Catena &  Lidia Quaranta &  Gina Marangoni &  Dante Testa &  Umberto Mozzato &  Bartolomeo Pagano &  Raffaele di Napoli &  Emilio Vardannes &  Edoardo Davesnes &  Italia Almirante-Manzini &  Alex Bernard &  Luigi Chellini &  Vitale Di Stefano &  Enrico Gemelli &  Ignazio Lupi,Cabiria is a Roman child when her home is destroyed by a volcano. Sold in Carthage to be sacrificed in a temple  is saved by Fulvio  a Roman spy. But danger lurks  and hatred between Rome and Carthage can only lead to war.,7.1,3073,  210000
tt0003772,Cinderella,1914,Fantasy,52,USA,English,Famous Players Film Company,Mary Pickford &  Owen Moore &  Isabel Vernon &  Georgia Wilson &  Lucille Carney &  W.N. Cone &  Inez Ranous,Though mistreated by her cruel stepmother and stepsisters  Cinderella is able to attend the royal ball through the help of a fairy godmother.,6,929,
tt0004099,His Majesty  the Scarecrow of Oz,1914,Family,59,USA,English,The Oz Film Manufacturing Company,Violet MacMillan &  Frank Moore &  Pierre Couderc &  Fred Woodward &  Raymond Russell &  Arthur Smollet &  J. Charles Haydon &  Todd Wright &  Vivian Reed &  Mai Wells &  Mildred Harris &  Louise Emmons &  Jacqueline Lovell,A wicked king has taken over the Emerald City  and wants his daughter  Princess Gloria  to marry the horrid courtier Googly-Goo  though she loves Pon  the Gardener's Boy. The camera now ...,5.2,415,  23500
tt0004134,Hypocrites,1915,Drama,54,USA,English,Hobart Bosworth Productions,Courtenay Foote &  Myrtle Stedman &  Herbert Standing &  Adele Farrington,The parallel stories of a modern preacher and a medieval monk  Gabriel the Ascetic  who is killed by an ignorant mob for making a nude statue representing Truth  which is also represented by a ghostly naked girl who flits throughout the film.,6.6,456,
tt0004150,In the Land of the Head Hunters,1914,Drama,65,USA &  Canada,English,Seattle Film Co.,Stanley Hunt &  Sarah Constance Smith Hunt &  Mrs. George Walkus &  Paddy 'Malid &  Balutsa &  Kwagwanu &  Francine Hunt &  Bob Wilson &  Awidi &  Alfred Charlie,In 1911  as part of his massive undertaking  famed Northwest photographer Edward S. Curtis travelled to Vancouver Island  British Columbia  to visit the Kwakwaka'wakw. By the next year  ...,5.8,402,
tt0004181,Judith of Bethulia,1914,Drama,61,USA,English,Biograph Company,Blanche Sweet &  Henry B. Walthall &  Mae Marsh &  Robert Harron &  Kate Bruce &  Lillian Gish &  J. Jiquel Lanoe &  Gertrude Bambrick &  Dorothy Gish &  Harry Carey,A religious woman seeks to save her people from destruction by seducing and murdering the enemy leader  but her plans get complicated once she falls for him.,6.1,1239,  40000
tt0004457,The Patchwork Girl of Oz,1914,Adventure,81,USA,English,The Oz Film Manufacturing Company,Violet MacMillan &  Frank Moore &  Raymond Russell &  Leontine Dranet &  Bobbie Gould &  Marie Wayne &  Richard Rosson &  Frank Bristol &  Fred Woodward &  Todd Wright &  Bert Glennon &  Hal Roach &  Dave Anderson &  Jessie May Walsh &  William Cook,Ojo and Unc Nunkie are out of food  so they decide to journey to the Emerald City where they will never starve. Along the way  they meet Mewel  a waif and stray (mule) who leads them to Dr....,5.5,382,
tt0004681,La madonnina del porto,1914,Drama,80,USA,English,Famous Players Film Company,Mary Pickford &  Harold Lockwood &  Olive Carey &  David Hartford &  Louise Dunlap &  William Walters &  Richard Garrick &  Eugene Walter &  Jack Henry &  H.R. Macy &  H.L. Griffith,A wealthy resident attempts to dispossess squatters who live near his home  which leads to a false accusation of murder.,6.1,178,  10000
tt0004707,Tillie's Punctured Romance,1914,Comedy,82,USA,None &  English,Keystone Film Company,Marie Dressler &  Charles Chaplin &  Mabel Normand &  Mack Swain &  Charles Bennett &  Chester Conklin,A con man from the city dupes a wealthy country girl into marriage.,6.3,3250,  50000
tt0004743,Uncle Tom's Cabin,1914,Drama,54,USA,,World Film,Sam Lucas &  Walter Hitchcock &  Hattie Delaro &  Master Abernathy &  Teresa Michelena &  Irving Cummings &  Paul Scardon &  Marie Eline &  Garfield Thompson &  Roy Applegate &  Boots Wall,A black and white silent film based on Harriet Beecher Stowe's novel documenting the life and times of Uncle Tom.,5.3,112,
tt0004766,The Virginian,1914,Western,55,USA,English,Jesse L. Lasky Feature Play Company,Dustin Farnum &  Jack W. Johnston &  Sydney Deane &  William Elmer &  Winifred Kingston &  James Griswold &  Horace B. Carpenter &  Tex Driscoll,A good-natured but chivalrous cowboy romances the local schoolmarm and leads the posse that brings a gang of rustlers  which includes his best friend  to justice.,5.6,174,  17022
tt0004825,The Wishing Ring: An Idyll of Old England,1914,Comedy,54,USA,English,Shubert Film Corporation,Vivian Martin &  Alec B. Francis &  Chester Barnett &  Gyp Williams &  Simeon Wiltsie &  Walter Morton &  Johnny Hines,After being expelled from college  Giles runs away from home and meets a young lady who he falls for.,6.4,242,
tt0004872,Alias Jimmy Valentine,1915,Crime,65,USA,English,Peerless Productions,Robert Warwick &  Robert Cummings &  Alec B. Francis &  Frederick Truesdell &  Ruth Shepley &  Johnny Hines &  D.J. Flanagan &  Walter Craven &  John Boone &  George Cummings &  Thomas Mott Osborne,After robbing a bank  a criminal is wrongfully pardoned from prison.,6.6,206,
tt0004873,Alice in Wonderland,1915,Adventure,52,USA,English,Nonpareil Feature Film Corp.,Viola Savoy &  Herbert Rice &  Harry Marks &  Louis Merkle &  William Tilden,Alice goes with her sister to a picnic and then she falls asleep and starts dreaming about a wonderland full of talking animals and walking playing cards.,6.2,394,  50000
tt0004972,Nascita di una nazione,1915,Drama,195,USA,None,David W. Griffith Corp.,Henry B. Walthall &  Lillian Gish &  Mae Marsh &  Miriam Cooper &  Mary Alden &  Ralph Lewis &  George Siegmann &  Walter Long &  Robert Harron &  Wallace Reid &  Joseph Henabery &  Elmer Clifton &  Josephine Crowell &  Spottiswoode Aitken &  George Beranger,The Stoneman family finds its friendship with the Camerons affected by the Civil War  both fighting in opposite armies. The development of the war in their lives plays through to Lincoln's assassination and the birth of the Ku Klux Klan.,6.3,22213,  100000
tt0005060,Carmen,1915,Drama,59,USA,English,Jesse L. Lasky Feature Play Company,Geraldine Farrar &  Wallace Reid &  Pedro de Cordoba &  Horace B. Carpenter &  William Elmer &  Jeanie Macpherson &  Anita King &  Milton Brown &  Tex Driscoll,In order to help her smuggler kinsmen  a sultry gypsy seduces and corrupts an officer of the Civil Guard turning him into a traitor and murderer.,6.4,894,  23430
tt0005078,The Cheat,1915,Drama,59,USA,English,Jesse L. Lasky Feature Play Company,Fannie Ward &  Sessue Hayakawa &  Jack Dean &  James Neill &  Yutaka Abe &  Dana Ong &  Hazel Childers &  Arthur H. Williams,A venal  spoiled stockbroker's wife impulsively embezzles $10 000 from the charity she chairs and desperately turns to a Burmese ivory trader to replace the stolen money.,6.6,2305,  17311
tt0005149,The Coward,1915,Drama,77,USA,English,Kay-Bee Pictures,Frank Keenan &  Charles Ray &  Gertrude Claire &  Patricia Palmer &  Nick Cogley &  Charles K. French &  Minnie Devereaux,Colonel Winslow  veteran of the Mexican War  hopes for a great future for his only son  Frank. At the outbreak of the Civil War  a recruiting station is opened in the Virginia village where...,6,244,  18000
tt0005402,The Golden Chance,1915,Drama,74,USA,English,Jesse L. Lasky Feature Play Company,Cleo Ridgely &  Wallace Reid &  Horace B. Carpenter &  Ernest Joy &  Edythe Chapman &  Raymond Hatton &  William Elmer &  Mrs. Lewis McCord,Mary Denby becomes a seamstress after her husband Steve wastes their money on booze. Her employer provides her as an escort to accompany millionaire Roger Manning. Her husband tries ...,6.4,187,  18711
tt0005557,The Italian,1915,Drama,72,USA,English,New York Motion Picture,George Beban &  Clara Williams &  J. Frank Burke &  Leo Willis &  Fanny Midgley,An immigrant leaves his sweetheart in Italy to find a better life across the sea in the grimy slums of New York. They are eventually reunited and marry. But life in New York is hard and ...,6.6,293,
tt0005680,Maciste,1915,Adventure,67,Italy,Italian,Itala Film,Bartolomeo Pagano &  Leone Papa &  Clementina Gay &  Amelia Chellini &  Didaco Chellini &  Ada Marangoni,A young girl  pursued by a band of conspirators  hides in a movie theatre where she watches the film Cabiria. She determines to seek the aid of that film's strongman  Maciste. When she ...,5.9,130,
tt0005719,Martyrs of the Alamo,1915,Drama,71,USA,English,Fine Arts Film Company,Sam De Grasse &  Allan Sears &  Walter Long &  Alfred Paget &  Fred Burns &  John T. Dillon &  Juanita Hansen &  Ora Carew &  Tom Wilson &  Augustus Carney,The story of the defense of the mission-turned-fortress by 185 Texans against an overwhelming Mexican army in 1836.,5.6,138,
tt0005809,The Nigger,1915,Drama,50,USA,English,Fox Film Corporation,William Farnum &  Claire Whitney &  George De Carlton &  Henry Armetta,Philip Morrow grows to manhood in the belief that the blood in his veins is the most aristocratic in the South. "Clif" Noyes  a distiller of whiskey of the fiery brand manufactured for ...,6.1,300,
tt0005916,Posle smerti,1915,Drama,46,Russia,Russian,Khanzhonkov,Vitold Polonsky &  Olga Rakhmanova &  Vera Karalli &  Mariya Khalatova &  Tamara Gedevanova &  Marfa Kassatskaya &  Georg Asagaroff,Andrei lives a secluded life with his aunt  studying and thinking about his now-deceased mother. His friend Tsenin is concerned  and tries to get Andrei to accompany him to social events. ...,6.9,794,
tt0005960,La rigenerazione,1915,Biography,72,USA,English,Fox Film Corporation,John McCann &  James A. Marcus &  Maggie Weston &  Harry McCoy &  Rockliffe Fellowes &  William Sheer &  Carl Harbaugh &  Anna Q. Nilsson,A boy surrounded by violence grows up to become an infamous gangster.,6.8,1110,
tt0006327,Young Romance,1915,Comedy,59,USA,English,Jesse L. Lasky Feature Play Company,Edith Taliaferro &  Florence Dagmar &  Tom Forman &  Frederick Wilson &  Al Ernest Garcia &  Marshall Mackaye &  Harry De Vere &  J. Parks Jones &  Violet Drew &  Mrs. Lewis McCord &  Gertrude Kellar &  Charles Wells &  Dorothy Abril &  Miss White &  Raymond Hatton,Young Romance  released in 1915  is a recent rediscovery that forever silences the claim that refined comedy cannot be conveyed via the screen. This disguise plot  worthy of an Elizabethan ...,5.9,151,
tt0006333,20 000 Leagues Under the Sea,1916,Action,105,USA,English,Williamson Submarine Film Corporation,Dan Hanlon &  Edna Pendleton &  Curtis Benton &  Allen Holubar &  Matt Moore &  Jane Gail &  Howard Crampton &  William Welsh &  Lois Alexander &  Wallis Clark,A French professor and his daughter accompany Captain Nemo on an adventure aboard a submarine.,6.2,1501,  200000
tt0006509,The Children in the House,1916,Drama,50,USA,English,Fine Arts Film Company,Norma Talmadge &  Alice Wilson &  Jewel Carmen &  William Hinckley &  W.E. Lawrence &  George C. Pearce &  Eugene Pallette &  Walter Long &  Alva D. Blake &  Georgie Stone &  Violet Radcliffe &  'Baby' Carmen De Rue &  Francis Carpenter &  Ninon Fovieri,Roy Somerville has turned out a rather interesting story that will hold the interest of the majority of audiences as produced by the Triangle-Fine Arts Company. It is a five-reel feature ...,4.5,559,
tt0006517,Civilization,1915,Drama,85,USA,English,Thomas H. Ince Corporation,Howard Hickman &  Enid Markey &  Lola May &  Kate Bruce &  J. Frank Burke &  Claire Du Brey &  George Fisher &  Charles K. French &  Thomas H. Ince &  Herschel Mayall &  Fanny Midgley &  J. Barney Sherry &  Jerome Storm &  Ethel Ullman &  Woodrow Wilson,Christ takes on the form of a pacifist count to end a senseless war.,6,283,
tt0006589,The Devil's Needle,1916,Drama,59,USA,English,Fine Arts Film Company,Tully Marshall &  Norma Talmadge &  Marguerite Marsh &  F.A. Turner &  Howard Gaye &  John E. Brennan &  Paul Le Blanc,Wynne Mortimer  a pampered society girl and daughter of William Mortimer  a prominent business man  chances to meet David White  a young artist whose fame is already assured  at an art ...,6.8,123,
tt0006688,Flirting with Fate,1916,Adventure,57,USA,English,Fine Arts Film Company,Douglas Fairbanks &  Jewel Carmen &  Howard Gaye &  W.E. Lawrence &  George Beranger &  Dorothy Haydel &  Lillian Langdon &  Wilbur Higby &  J.P. McCarty,In the midst of an emotional depression  a man hires a murderer to kill him. But the despair soon passes  and the man must now escape the killer he's hired to end his life.,6.4,143,
tt0006731,Going Straight,1916,Crime,60,USA,English,Fine Arts Film Company,Norma Talmadge &  Ralph Lewis &  Ninon Fovieri &  Francis Carpenter &  Fern Collier &  Ruth Handforth &  Eugene Pallette &  Georgie Stone &  Kate Toncray &  'Baby' Carmen De Rue &  Violet Radcliffe,A man and his wife both have criminal pasts  but have quit crime and are now respectable citizens. One day a member of their old gang shows up and threatens to expose them if they don't ...,5.3,609,
tt0006736,The Good Bad-Man,1916,Romance,50,USA,English,Fine Arts Film Company,Douglas Fairbanks &  Sam De Grasse &  Pomeroy Cannon &  Joseph Singleton &  Bessie Love &  Mary Alden &  George Beranger &  Fred Burns,An outlaw calling himself Passin' Through halts his "evil" ways long enough to help out some children in difficulty.,6.6,166,
tt0006745,Gretchen the Greenhorn,1916,Crime,58,USA,English,Fine Arts Film Company,Dorothy Gish &  Ralph Lewis &  Eugene Pallette &  Elmo Lincoln &  Frank Bennett &  Georgie Stone &  Kate Bruce,A kindly Dutch immigrant and her bumbling father are blackmailed by a gang of counterfeiters.,5.7,479,
tt0006753,The Half-Breed,1916,Western,73,USA,English,Fine Arts Film Company,Douglas Fairbanks &  Alma Rubens &  Sam De Grasse &  Tom Wilson &  Frank Brownlee &  Jewel Carmen &  George Beranger,An outcast named Lo Dorman encounters a young woman lost in the woods. He defends her from danger in the forest and from Sheriff Dunn.,6.6,147,
tt0006780,Hell's Hinges,1916,Romance,64,USA,English,Kay-Bee Pictures,William S. Hart &  Clara Williams &  Jack Standing &  Alfred Hollingsworth &  Robert McKim &  J. Frank Burke &  Louise Glaum,In the wayward western town known as Hell's Hinges  a local tough guy is reformed by the faith of a good woman.,6.8,836,
tt0006809,His Picture in the Papers,1916,Comedy,62,USA,English,Fine Arts Film Company,Douglas Fairbanks &  Clarence Handyside &  Rene Boucicault &  Jean Temple &  Charles Butler &  Loretta Blake &  Homer Hunt &  Helena Rupport,A young man can only get the woman he loves if he becomes famous and manages to get his picture in the newspapers. He determines to let nothing stand in the way of his doing exactly that  ...,5.9,127,  42600
tt0006826,Hoodoo Ann,1916,Comedy,65,USA,English,Fine Arts Film Company,Mae Marsh &  Robert Harron &  William H. Brown &  Wilbur Higby &  Loyola O'Connor &  Mildred Harris &  Pearl Elmore &  Anna Dodge &  Charles Lee &  Elmo Lincoln &  Robert Lawler &  Carl Stockdale,A little orphan girl believes that her life is falling apart. It seems that everything that could possibly go wrong does go wrong. However  certain things happen that begin to make her ...,5.6,837,
tt0006864,Intolerance,1916,Drama,163,USA,English,Triangle Film Corporation,Lillian Gish &  Mae Marsh &  Robert Harron &  F.A. Turner &  Sam De Grasse &  Vera Lewis &  Mary Alden &  Eleanor Washington &  Pearl Elmore &  Lucille Browne &  Julia Mackley &  Miriam Cooper &  Walter Long &  Tom Wilson &  Ralph Lewis,The story of a poor young woman  separated by prejudice from her husband and baby  is interwoven with tales of intolerance from throughout history.,7.8,13875,  385907
tt0007047,The Matrimaniac,1916,Comedy,46,USA,English,Fine Arts Film Company,Douglas Fairbanks &  Constance Talmadge &  Wilbur Higby &  Fred Warren &  Clyde E. Hopkins &  Winifred Westover,A young couple attempts to elope  with the bride's irate father in hot pursuit. The train stops briefly and the young man dashes off to find a minister  but before he can get himself and ...,6,573,
tt0007183,Pikovaya dama,1916,Drama,63,Russia,Russian,,Tamara Duvan &  Ivan Mozzhukhin &  Vera Orlova &  Nikolai Panov &  Polycarpe Pavloff &  Yelizaveta Shebueva,While hosting a game of cards one night  Narumov tells his friends a story about his grandmother  a Countess. As a young woman  she had once incurred an enormous gambling debt  which she ...,7,610,
tt0007257,Reggie Mixes In,1916,Action,50,USA,English,Fine Arts Film Company,Douglas Fairbanks &  Bessie Love &  Joseph Singleton &  William Lowery &  Wilbur Higby &  Frank Bennett &  Allan Sears &  Lillian Langdon &  Alma Rubens &  Alberta Lee &  Tom Wilson,Reggie  a wealthy young man about town  is eager for excitement  so he takes to visiting the rougher sections of the city in search of thrills. He meets and falls for a cabaret singer  but ...,4.7,564,
tt0007260,The Return of Draw Egan,1916,Action,50,USA,English,Kay-Bee Pictures,William S. Hart &  Margery Wilson &  Robert McKim &  Louise Glaum &  J.P. Lockney,Outlaw leader "Draw" Egan  believed dead  turns up in the town of Yellow Dog. The townsfolk believe him to be William Blake  a strong and law-abiding man. They appoint him sheriff to rid ...,6.5,141,
tt0007338,Sherlock Holmes,1916,Mystery,116,USA,English,The Essanay Film Manufacturing Company,William Gillette &  Marjorie Kay &  Ernest Maupain &  Edward Fielding &  Mario Majeroni &  Grace Reals &  William Postance &  Stewart Robbins &  Burford Hampden &  Chester Beery &  Frank Hamilton &  Fred Malatesta &  Leona Ball &  Hugh Thompson &  Ludwig Kreiss,When a couple of swindlers hold young Alice Faulkner against her will in order to discover the whereabouts of letters which could spell scandal for the royal family  Sherlock Holmes is on the case.,6.4,313,
tt0007340,Shoes,1916,Drama,60,USA,English,Universal Film Manufacturing Company,Mary MacLaren &  Harry Griffith &  Mattie Witting &  Jessie Arnold &  William V. Mong,A young working girl must support her family on only five dollars (~ $120 in 2020) a week. The strain of trying to feed  house and clothe her mother  her father and three sisters finally ...,6.8,342,
tt0007361,Snow White,1916,Fantasy,63,USA,English,Famous Players Film Company,Dorothy Cumming &  Creighton Hale &  Lionel Braham &  Alice Washburn &  Marguerite Clark,Snow White is a motherless princess  who arouses the jealousy and hatred of Mary Jane  her mother's former lady-in-waiting  who is the ugliest woman in the kingdom  but aspires to the ...,6.2,349,
tt0007367,The Social Secretary,1916,Comedy,52,USA,English,Fine Arts Film Company,Norma Talmadge &  Kate Lester &  Helen Weir &  Gladden James &  Herbert French &  Erich von Stroheim &  Nathaniel Sack,To avoid unwanted attention at her next job  a young professional disguises herself  leading to some unintended consequences.,5.3,509,
tt0007558,Where Are My Children?,1916,Drama,62,USA,English,Lois Weber Productions,Tyrone Power Sr. &  Mrs. Tyrone Power &  Marie Walcamp &  Cora Drew &  Rena Rogers &  Alva D. Blake &  Juan de la Cruz &  C. Norman Hammond &  William J. Hope &  Marjorie Blynn &  William Haben,A District Attorney's outspoken stand on abortion gets him in trouble with the local community.,6.3,591,
tt0007610,'49-'17,1917,Drama,61,USA,English,Universal Film Manufacturing Company,Joseph W. Girard &  Leo Pierson &  William Dyer &  Mattie Witting &  George C. Pearce &  Jean Hersholt &  Donna Drew,A retired judge comes West to restore a ghost town.,5.9,267,
tt0007755,Bucking Broadway,1917,Western,53,USA,English,Universal Film Manufacturing Company,Harry Carey &  Molly Malone &  L.M. Wells &  Vester Pegg &  William Steele,A ranch foreman battles a rich stockbroker for the affections of a beautiful young woman.,6,468,
tt0007801,Cleopatra,1917,Biography,125,USA,English,Fox Film Corporation,Theda Bara &  Fritz Leiber &  Thurston Hall &  Alan Roscoe &  Herschel Mayall &  Dorothy Drake &  Delle Duncan &  Henri De Vries &  Art Acord &  Hector V. Sarno &  Genevieve Blinn,The story of Cleopatra  the fabulous queen of Egypt  and the epic romances between her and the greatest men of Rome  Julius Caesar and Antony.,6.5,298,  500000
tt0007983,Furcht,1917,Horror,72,Germany,,,Bruno Decarli &  Bernhard Goetzke &  Mechthildis Thein &  Conrad Veidt,After years travelling the world  Count Greven returns home with the art treasures he has collected. But his disposition has altered dramatically and he is a troubled man. Will he suffer ...,6.1,129,
tt0008011,A Girl's Folly,1917,Comedy,65,USA,,Paragon Films,Robert Warwick &  Doris Kenyon &  June Elvidge &  Jane Adair &  Chester Barnett &  Johnny Hines,A restless young girl yearns to leave her rural environment and "get away from it all". One day she stumbles upon a film crew shooting a western near her home. She makes friends with the ...,6.1,135,
tt0008150,Joan the Woman,1916,Adventure,138,USA,English,Paramount Pictures,Geraldine Farrar &  Raymond Hatton &  Hobart Bosworth &  Theodore Roberts &  Wallace Reid &  Charles Clary &  James Neill &  Tully Marshall &  Lawrence Peyton &  Horace B. Carpenter &  Cleo Ridgely &  Lillian Leighton &  Marjorie Daw &  Ernest Joy &  John Oaker,A WWI English officer is inspired the night before a dangerous mission by a vision of Joan of Arc  whose story he relives.,6.5,501,  302976
tt0008188,The Little American,1917,Drama,80,USA,English,Mary Pickford Company,Mary Pickford &  Jack Holt &  Raymond Hatton &  Hobart Bosworth &  Walter Long &  James Neill &  Ben Alexander &  Guy Oliver &  Edythe Chapman &  Lillian Leighton &  DeWitt Jennings,A young American has her ship torpedoed by a German U-boat but makes it back to ancestral home in France  where she witnesses German brutality firsthand.,5.9,608,  166949
tt0008196,The Little Princess,1917,Drama,62,USA,English,Mary Pickford Company,Mary Pickford &  Norman Kerry &  Katherine Griffith &  Anne Schaefer &  Zasu Pitts &  W.E. Lawrence &  Theodore Roberts &  Gertrude Short &  Gustav von Seyffertitz &  Loretta Blake &  George A. McDaniel,Little Sara Crewe is placed in a boarding school by her father when he goes off to war  but he does not understand that the headmistress is a cruel  spiteful woman who makes life miserable ...,5.7,638,
tt0008309,A Modern Musketeer,1917,Adventure,68,USA,English,Douglas Fairbanks Pictures,Douglas Fairbanks &  Marjorie Daw &  Kathleen Kirkham &  Eugene Ormonde &  Edythe Chapman &  Frank Campeau &  Tully Marshall,A restless young man travels west  encountering adventure  romance  and danger.,6.7,257,
tt0008395,Otets Sergiy,1918,Biography,112,Russia,,Yermoliev,Ivan Mozzhukhin &  Olga Kondorova &  V. Dzheneyeva &  Vladimir Gajdarov &  Nikolai Panov &  Nathalie Lissenko &  Iona Talanov &  Vera Orlova &  Pyotr Baksheyev &  Polycarpe Pavloff &  Nicolas Rimsky,Prince Kasatsky is a just and proud youth  shock and disappointment with the world bring him to church  he becomes father Sergius. It is a story of his piety and temptation.,7.1,458,
tt0008443,The Poor Little Rich Girl,1917,Comedy,65,USA,English,Artcraft Pictures Corporation,Mary Pickford &  Madlaine Traverse &  Charles Wellesley &  Gladys Fairbanks &  Frank McGlynn Sr. &  Emile La Croix &  Marcia Harris &  Charles Craig &  Frank Andrews &  Herbert Prior &  George Gernon &  Maxine Elliott Hicks,The wealthy but selfish parents of a lonely young girl begin to rethink what is important to them after a servant's irresponsibility results in a crisis.,6.7,1266,
tt0008489,Raffles  the Amateur Cracksman,1917,Adventure,70,USA,English,Hyclass Producing Company,John Barrymore &  Christine Mayo &  H. Cooper Cliffe &  Frank Morgan &  Dudley Hill &  Kathryn Adams &  Evelyn Brent &  Mathilde Brundage &  Mike Donlin &  Frederick Perry &  Nita Allen,Gentleman burglar Raffles tries to get his hand on a priceless pearl.,6.4,130,
tt0008499,Rebecca of Sunnybrook Farm,1917,Comedy,78,USA,English,Mary Pickford Company,Mary Pickford &  Eugene O'Brien &  Helen Jerome Eddy &  Charles Ogle &  Marjorie Daw &  Mayme Kelso &  Jane Wolfe &  Josephine Crowell &  Jack McDonald &  Violet Wilkey &  F.A. Turner &  Kate Toncray &  Emily Gerdes,With her family in financial difficulties  Rebecca is sent to live with her two strict  unfeeling aunts  who do not appreciate the young girl's charm and energy. Rebecca must make new ...,6.1,770,
tt0008519,A Romance of the Redwoods,1917,Adventure,91,USA,,Artcraft Pictures Corporation,Mary Pickford &  Elliott Dexter &  Tully Marshall &  Raymond Hatton &  Charles Ogle &  Walter Long &  Winter Hall,A young girl travels west to live with her uncle during the California Gold Rush only to find that he has been killed by Indians and his identity assumed by an outlaw.,5.7,727,  134832
tt0008536,Satana likuyushchiy,1917,Drama,87,Russia,,Yermoliev,Ivan Mozzhukhin &  Nathalie Lissenko &  Polycarpe Pavloff &  Aleksandr Chabrov &  Vera Orlova,,6.9,147,
